ID,titel,authors,geners,image,year,lang,isbn
5676,"The Garden of Rama (Rama, #3)","['Arthur C. Clarke', 'Gentry Lee']","['science-fiction', 'fiction', 'fantasy', 'classics']",https://images.gr-assets.com/books/1375814957m/112518.jpg,1991,eng,1857230213
5677,"Blue-Eyed Devil (Travises, #2)",['Lisa Kleypas'],"['romance', 'contemporary', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1311990880m/1756703.jpg,2008,eng,031235164X
5678,Our Man in Havana,['Graham Greene'],"['fiction', 'classics', 'mystery', 'thriller']",https://images.gr-assets.com/books/1327926887m/133394.jpg,1958,eng,140184937
5679,Batman: The Black Mirror,"['Scott Snyder', 'Jock', 'Francesco Francavilla', 'Jared K. Fletcher', 'Sal Cipriano', 'David   Baron']","['comics', 'graphic-novels', 'fiction', 'mystery', 'horror']",https://images.gr-assets.com/books/1503127212m/10889279.jpg,2011,eng,140123206X
5681,"Killers of the Dawn (Cirque Du Freak, #9)",['Darren Shan'],"['fantasy', 'young-adult', 'horror', 'paranormal', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,
5682,Tramp for the Lord,['Corrie ten Boom'],"['christian', 'biography', 'nonfiction', 'memoir', 'history', 'religion']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1974,eng,515089931
5683,If You Take a Mouse to the Movies,"['Laura Joffe Numeroff', 'Felicia Bond']","['fiction', 'fantasy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,eng,60278684
5684,"A Lick of Frost (Merry Gentry, #6)","['Laurell K. Hamilton', 'Laural Merlington']","['fantasy', 'paranormal', 'romance', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,1423340418
5686,"The Witch's Daughter (The Witch's Daughter, #1)",['Paula Brackston'],"['fantasy', 'historical-fiction', 'fiction', 'paranormal', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1991,eng,031262168X
5687,The Readers of Broken Wheel Recommend,"['Katarina Bivald', 'Alice Menzies']","['fiction', 'romance', 'contemporary', 'chick-lit']",https://images.gr-assets.com/books/1452107441m/25573977.jpg,2013,eng,149262344X
5688,"Live by Night (Coughlin, #2)",['Dennis Lehane'],"['fiction', 'historical-fiction', 'mystery', 'crime', 'thriller', 'suspense']",https://images.gr-assets.com/books/1334590418m/13083008.jpg,2012,eng,60004878
5689,"Until I Die (Revenants, #2)",['Amy Plum'],"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1335240840m/12908877.jpg,2012,eng,62004042
5690,The Magic of Reality: How We Know What's Really True,"['Richard Dawkins', 'Dave McKean']","['science', 'nonfiction', 'philosophy', 'religion']",https://images.gr-assets.com/books/1327883246m/11256979.jpg,2011,eng,1439192812
5691,"Remember (Redemption, #2)","['Karen Kingsbury', 'Gary Smalley']","['christian', 'fiction', 'romance', 'contemporary']",https://images.gr-assets.com/books/1406506306m/35332.jpg,2002,eng,842356290
5695,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",['Stephen R. Donaldson'],"['fantasy', 'fiction', 'science-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1977,eng,345348672
5696,The Brightest Star in the Sky,['Marian Keyes'],"['chick-lit', 'fiction', 'romance', 'contemporary']",https://images.gr-assets.com/books/1268685823m/6539596.jpg,2009,eng,718149866
5697,Entwined,['Heather Dixon'],"['fantasy', 'young-adult', 'romance', 'fiction']",https://images.gr-assets.com/books/1279037245m/8428195.jpg,2011,eng,62001035
5699,El coronel no tiene quien le escriba,['Gabriel GarcÃ­a MÃ¡rquez'],"['fiction', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1961,spa,307350436
5700,Waiting for the Barbarians,['J.M. Coetzee'],"['fiction', 'classics', 'historical-fiction']",https://images.gr-assets.com/books/1330879044m/6194.jpg,1980,eng,140283358
5701,The Last Seven Months of Anne Frank,['Willy Lindwer'],"['nonfiction', 'history', 'biography', 'memoir', 'classics']",https://images.gr-assets.com/books/1320487142m/769212.jpg,1988,eng,385423608
5702,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",['Walter Isaacson'],"['nonfiction', 'history', 'business', 'biography', 'science']",https://images.gr-assets.com/books/1410191571m/21856367.jpg,2014,eng,147670869X
5703,Kabul Beauty School: An American Woman Goes Behind the Veil,['Deborah Rodriguez'],"['nonfiction', 'memoir', 'biography', 'travel']",https://images.gr-assets.com/books/1320448527m/316558.jpg,2007,eng,1400065593
5704,To Have and Have Not,['Ernest Hemingway'],"['fiction', 'classics']",https://images.gr-assets.com/books/1400886825m/4630.jpg,1937,eng,684859238
5705,Jackdaws,['Ken Follett'],"['historical-fiction', 'fiction', 'thriller', 'suspense', 'mystery']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,eng,451219597
5707,"The System of the World (The Baroque Cycle, #3)",['Neal Stephenson'],"['fiction', 'historical-fiction', 'science-fiction', 'fantasy']",https://images.gr-assets.com/books/1407712273m/116257.jpg,2004,eng,60750863
5709,The Flamethrowers,['Rachel Kushner'],"['fiction', 'historical-fiction', 'art', 'contemporary']",https://images.gr-assets.com/books/1387146199m/15803141.jpg,2013,eng,1439142009
5710,"Twice Tempted (Night Prince, #2)",['Jeaniene Frost'],"['paranormal', 'romance', 'fantasy', 'fiction']",https://images.gr-assets.com/books/1352947741m/13125234.jpg,2013,eng,62076108
5712,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",['Kiera Cass'],"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction']",https://images.gr-assets.com/books/1380214609m/18172471.jpg,2014,eng,62318322
5713,Crush It!: Why Now Is the Time to Cash In on Your Passion,['Gary Vaynerchuk'],"['business', 'nonfiction', 'self-help']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,61914177
5714,Redemption Ark,['Alastair Reynolds'],"['science-fiction', 'fiction', 'fantasy']",https://images.gr-assets.com/books/1309206851m/89190.jpg,2003,eng,044101173X
5715,"The Venetian Betrayal (Cotton Malone, #3)",['Steve Berry'],"['thriller', 'fiction', 'mystery', 'historical-fiction', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,345485777
5716,"Collected Poems, 1909-1962",['T.S. Eliot'],"['poetry', 'classics', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1963,eng,151189781
5717,The Robe,['Lloyd C. Douglas'],"['historical-fiction', 'fiction', 'classics', 'christian', 'religion']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1942,eng,395957753
5720,"Lead (Stage Dive, #3)",['Kylie Scott'],"['romance', 'contemporary', 'music', 'fiction']",https://images.gr-assets.com/books/1396467599m/19286623.jpg,2014,eng,1250052386
5721,"No Humans Involved (Women of the Otherworld, #7)",['Kelley Armstrong'],"['fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1362703261m/862350.jpg,2007,eng,553588370
5722,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)","['Joseph Delaney', 'Patrick  Arrasmith']","['fantasy', 'young-adult', 'horror', 'fiction', 'paranormal']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,60766247
5723,The Gift of Fear: Survival Signals That Protect Us from Violence,['Gavin de Becker'],"['nonfiction', 'psychology', 'self-help', 'science', 'crime']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,eng,747538352
5724,"Endless Summer (The Boys Next Door, #1-2)",['Jennifer Echols'],"['young-adult', 'romance', 'contemporary', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1276962830m/7124475.jpg,2010,eng,1442406593
5725,"Big Nate Strikes Again (Big Nate Novels, #2)",['Lincoln Peirce'],"['graphic-novels', 'fiction', 'comics', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,eng,006194436X
5728,"Dance of the Gods (Circle Trilogy, #2)",['Nora Roberts'],"['romance', 'fantasy', 'paranormal', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,515141666
5729,"Nevermore (Nevermore, #1)",['Kelly Creagh'],"['young-adult', 'paranormal', 'fantasy', 'romance', 'horror', 'fiction']",https://images.gr-assets.com/books/1294381693m/7129598.jpg,2010,eng,1442402008
5730,The Blind Owl,"['Sadegh Hedayat', 'D.P. Costello']","['fiction', 'classics', 'horror', 'philosophy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1937,eng,802131808
5732,"The Ring of Solomon (Bartimaeus, #0.5)","['Jonathan Stroud', 'Simon  Jones']","['fantasy', 'young-adult', 'fiction', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,eng,307738612
5733,"Welcome to Dead House (Goosebumps, #1)",['R.L. Stine'],"['horror', 'fiction', 'young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller']",https://images.gr-assets.com/books/1328867798m/125553.jpg,1992,eng,439568471
5734,The Master Butchers Singing Club,['Louise Erdrich'],"['fiction', 'historical-fiction']",https://images.gr-assets.com/books/1410133209m/142900.jpg,2003,eng,60837055
5735,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",['Glen Cook'],"['fantasy', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1986,eng,765319233
5736,"Until Friday Night (The Field Party, #1)",['Abbi Glines'],"['romance', 'young-adult', 'contemporary', 'sports', 'fiction']",https://images.gr-assets.com/books/1429191171m/22522202.jpg,2015,eng,1481438867
5737,Mother of Pearl,['Melinda Haynes'],"['fiction', 'historical-fiction', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,eng,671774670
5739,The Great Train Robbery,['Michael Crichton'],"['fiction', 'historical-fiction', 'thriller', 'mystery', 'crime', 'suspense']",https://images.gr-assets.com/books/1328309104m/7682.jpg,1975,eng,553129198
5740,Safe Harbour,['Danielle Steel'],"['romance', 'fiction', 'chick-lit', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,739437585
5742,"Son of the Shadows (Sevenwaters, #2)",['Juliet Marillier'],"['fantasy', 'romance', 'historical-fiction', 'fiction', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,eng,765343266
5743,The Key to Rebecca,['Ken Follett'],"['fiction', 'historical-fiction', 'thriller', 'mystery', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1980,eng,451207793
5744,"Hard Bitten (Chicagoland Vampires, #4)",['Chloe Neill'],"['paranormal', 'fantasy', 'romance']",https://images.gr-assets.com/books/1372850762m/9581001.jpg,2011,eng,451233328
5746,"Vain (The Seven Deadly, #1)",['Fisher Amelie'],"['romance', 'contemporary', 'young-adult', 'chick-lit', 'fiction']",https://images.gr-assets.com/books/1376504907m/18331807.jpg,2012,eng,
5747,At the Mountains of Madness,"['H.P. Lovecraft', 'China MiÃ©ville', 'S.T. Joshi']","['horror', 'fiction', 'classics', 'science-fiction', 'fantasy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1936,eng,812974417
5748,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",['Nora Roberts'],"['romance', 'fiction', 'fantasy', 'contemporary', 'paranormal', 'chick-lit']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,eng,515128554
5749,"Veil of Midnight (Midnight Breed, #5)",['Lara Adrian'],"['paranormal', 'romance', 'fantasy', 'fiction', 'contemporary']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,440244498
5750,Subterranean,['James Rollins'],"['thriller', 'fiction', 'mystery', 'science-fiction', 'suspense', 'horror', 'fantasy']",https://images.gr-assets.com/books/1336889308m/98807.jpg,1999,eng,380792648
5752,"Preacher, Volume 9: Alamo","['Garth Ennis', 'Steve Dillon']","['comics', 'graphic-novels', 'fantasy', 'fiction', 'horror', 'religion']",https://images.gr-assets.com/books/1309916938m/102958.jpg,2001,eng,1563897156
5753,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",['Becky  Chambers'],"['science-fiction', 'fiction', 'fantasy']",https://images.gr-assets.com/books/1405532474m/22733729.jpg,2014,eng,1500453307
5754,Collected Fictions,"['Jorge Luis Borges', 'Andrew Hurley']","['fiction', 'classics', 'fantasy', 'philosophy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,eng,140286802
5755,Valiant (Modern Faerie Tales #2),['Holly Black'],"['fantasy', 'young-adult', 'paranormal', 'fiction', 'romance']",https://images.gr-assets.com/books/1332713354m/266607.jpg,2002,eng,689868235
5756,The Russia House,['John le CarrÃ©'],"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1989,eng,743464664
5757,"Raised by Wolves (Raised by Wolves, #1)",['Jennifer Lynn Barnes'],"['young-adult', 'paranormal', 'fantasy', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,eng,1606840592
5758,Promise Me (Myron Bolitar #8),['Harlan Coben'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'sports']",https://images.gr-assets.com/books/1361152177m/43924.jpg,2006,eng,451219244
5759,"Midnight (The Vampire Diaries: The Return, #3)",['L.J. Smith'],"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1277829186m/6934395.jpg,2011,eng,61720852
5760,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",['Sherrilyn Kenyon'],"['paranormal', 'romance', 'fantasy', 'fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,312934343
5763,Roadwork,"['Richard Bachman', 'Stephen King']","['horror', 'fiction', 'thriller', 'suspense', 'mystery']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1981,eng,451197879
5764,"Valhalla Rising (Dirk Pitt, #16)",['Clive Cussler'],"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,eng,425204049
5766,The Given Day (Coughlin #1),['Dennis Lehane'],"['historical-fiction', 'fiction', 'mystery', 'crime', 'thriller']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,eng,688163181
5768,"Crush (Crash, #3)",['Nicole  Williams'],"['romance', 'contemporary', 'young-adult', 'sports', 'fiction', 'chick-lit']",https://images.gr-assets.com/books/1350690968m/16096514.jpg,2013,eng,62267175
5769,"Deadline (Newsflesh Trilogy, #2)",['Mira Grant'],"['horror', 'science-fiction', 'fiction', 'thriller', 'young-adult', 'fantasy']",https://images.gr-assets.com/books/1408500444m/8429687.jpg,2011,eng,031608106X
5770,Long Lost  (Myron Bolitar #9),['Harlan Coben'],"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,eng,525951059
5771,"Faithless (Grant County, #5)",['Karin Slaughter'],"['mystery', 'thriller', 'crime', 'fiction', 'suspense']",https://images.gr-assets.com/books/1167323214m/21722.jpg,2005,eng,440242916
5772,My Stroke of Insight: A Brain Scientist's Personal Journey,['Jill Bolte Taylor'],"['nonfiction', 'science', 'memoir', 'psychology', 'biography']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,1430300612
5773,"The Walking Dead, Vol. 06: This Sorrowful Life","['Robert Kirkman', 'Charlie Adlard', 'Cliff Rathburn']","['graphic-novels', 'comics', 'horror', 'fiction', 'science-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,1582406847
5774,InÃ©s of My Soul,"['Isabel Allende', 'Margaret Sayers Peden']","['historical-fiction', 'fiction', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,eng,61161535
5776,Frog Music,['Emma Donoghue'],"['historical-fiction', 'fiction', 'mystery', 'crime']",https://images.gr-assets.com/books/1393227215m/18295858.jpg,2014,eng,031632468X
5777,An Instance of the Fingerpost,['Iain Pears'],"['historical-fiction', 'fiction', 'mystery', 'crime', 'thriller']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,eng,1573227951
5778,5 cm,['Donny Dhirgantoro'],"['fiction', 'romance', 'travel', 'young-adult', 'contemporary']",https://images.gr-assets.com/books/1472231689m/1499340.jpg,2005,ind,9797591514
5780,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",['Peach-Pit'],"['manga', 'romance', 'graphic-novels', 'fantasy', 'comics', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1320532059m/1881621.jpg,2006,eng,345497457
5782,Robots and Empire (Robot #4),['Isaac Asimov'],"['science-fiction', 'fiction', 'mystery', 'classics', 'fantasy']",https://images.gr-assets.com/books/1335782304m/76688.jpg,1985,eng,586062009
5783,Island,['Aldous Huxley'],"['fiction', 'classics', 'science-fiction', 'philosophy', 'fantasy']",https://images.gr-assets.com/books/1375947541m/5130.jpg,1962,eng,60085495
5784,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,['Neil Shubin'],"['science', 'nonfiction', 'history']",https://images.gr-assets.com/books/1320439515m/1662160.jpg,2008,eng,375424474
5785,No Exit,['Jean-Paul Sartre'],"['philosophy', 'classics', 'fiction']",https://images.gr-assets.com/books/1362639118m/123933.jpg,1944,eng,573613052
5786,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),['Seth Godin'],"['business', 'nonfiction', 'self-help', 'psychology', 'philosophy']",https://images.gr-assets.com/books/1311282216m/324748.jpg,2007,eng,1591841666
5788,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),['Bob Ong'],"['nonfiction', 'contemporary', 'biography']",https://images.gr-assets.com/books/1297789858m/1433337.jpg,2001,fil,9719234202
5789,The Farseer Trilogy (Farseer Trilogy #1-3),['Robin Hobb'],"['fantasy', 'fiction']",https://images.gr-assets.com/books/1447493572m/10762697.jpg,2011,eng,1780481012
5791,"Third Grave Dead Ahead (Charley Davidson, #3)",['Darynda Jones'],"['paranormal', 'fantasy', 'romance', 'mystery']",https://images.gr-assets.com/books/1310823404m/12043770.jpg,2012,eng,1250001544
5792,Identity,"['Milan Kundera', 'Linda Asher']","['fiction', 'philosophy', 'contemporary', 'classics']",https://images.gr-assets.com/books/1410130249m/28635.jpg,1997,eng,60930314
5793,"The Heart of Betrayal (The Remnant Chronicles, #2)",['Mary E. Pearson'],"['fantasy', 'young-adult', 'romance', 'fiction']",https://images.gr-assets.com/books/1414932049m/21569527.jpg,2015,eng,805099247
5794,First They Killed My Father: A Daughter of Cambodia Remembers,['Loung Ung'],"['nonfiction', 'history', 'memoir', 'biography']",https://images.gr-assets.com/books/1407105580m/4373.jpg,2000,eng,60856262
5795,The Funhouse,"['Owen  West', 'Dean Koontz']","['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'paranormal']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1980,eng,425142485
5797,You Belong To Me,['Mary Higgins Clark'],"['mystery', 'fiction', 'suspense', 'thriller', 'crime', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,eng,671004549
5798,Not Without My Daughter,['Betty Mahmoody'],"['nonfiction', 'biography', 'memoir', 'religion']",https://images.gr-assets.com/books/1416296090m/43255.jpg,1987,eng,552152161
5799,"The Killing Hour (Quincy & Rainie, #4)",['Lisa Gardner'],"['mystery', 'thriller', 'fiction', 'suspense', 'crime', 'romance']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,553584529
5800,"Castle Roogna (Xanth, #3)",['Piers Anthony'],"['fantasy', 'fiction', 'young-adult', 'science-fiction']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1979,eng,345418514
5801,While My Pretty One Sleeps,['Mary Higgins Clark'],"['mystery', 'fiction', 'suspense', 'thriller', 'crime', 'romance']",https://images.gr-assets.com/books/1421102605m/571555.jpg,1989,eng,671673688
5802,Arsenic and Old Lace,['Joseph Kesselring'],"['classics', 'fiction', 'mystery']",https://images.gr-assets.com/books/1319500896m/178599.jpg,1939,eng,856761222
5803,"Dance with a Vampire (Vampire Kisses, #4)",['Ellen Schreiber'],"['young-adult', 'paranormal', 'romance', 'fantasy', 'fiction']",https://images.gr-assets.com/books/1443971681m/263171.jpg,2007,eng,61132233
5804,Sometimes a Great Notion,['Ken Kesey'],"['fiction', 'classics', 'thriller', 'mystery', 'suspense']",https://images.gr-assets.com/books/1364846481m/529626.jpg,1964,eng,140045295
5805,"Tris's Book (Circle of Magic, #2)",['Tamora Pierce'],"['fantasy', 'young-adult', 'fiction']",https://images.gr-assets.com/books/1328860149m/58890.jpg,1998,eng,590554093
5806,The Moral Landscape: How Science Can Determine Human Values,['Sam Harris'],"['philosophy', 'science', 'nonfiction', 'religion', 'psychology']",https://images.gr-assets.com/books/1331317058m/7785194.jpg,2010,eng,1439171211
5807,The Mill River Recluse,['Darcie Chan'],"['fiction', 'mystery', 'historical-fiction', 'chick-lit', 'thriller', 'contemporary', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2014,eng,
5808,Hey Nostradamus!,['Douglas Coupland'],"['fiction', 'contemporary', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,eng,1582344159
5809,Che Guevara: A Revolutionary Life,['Jon Lee Anderson'],"['biography', 'history', 'nonfiction', 'philosophy']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,eng,802135587
5810,"The Secret Hour (Midnighters, #1)",['Scott Westerfeld'],"['young-adult', 'fantasy', 'paranormal', 'science-fiction', 'fiction']",https://images.gr-assets.com/books/1501166713m/24766.jpg,2004,eng,
5811,"Chosen at Nightfall (Shadow Falls, #5)",['C.C. Hunter'],"['young-adult', 'paranormal', 'fantasy', 'romance']",https://images.gr-assets.com/books/1345739181m/15745371.jpg,2014,eng,1250012899
5812,Like the Flowing River ,['Paulo Coelho'],"['fiction', 'philosophy', 'spirituality', 'self-help', 'contemporary', 'romance']",https://images.gr-assets.com/books/1399717203m/587666.jpg,2000,eng,7235801
5813,"The Candy Shop War (The Candy Shop War, #1)",['Brandon Mull'],"['fantasy', 'young-adult', 'fiction', 'mystery']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,159038783X
5814,"Broken (Women of the Otherworld, #6)",['Kelley Armstrong'],"['fantasy', 'paranormal', 'romance', 'fiction']",https://images.gr-assets.com/books/1330706568m/11915.jpg,2006,eng,553588184
5815,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",['Maggie Stiefvater'],"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']",https://images.gr-assets.com/books/1265410418m/3112850.jpg,2008,eng,738713708
5816,Why Mosquitoes Buzz in People's Ears,"['Verna Aardema', 'Leo Dillon', 'Diane Dillon']","['fiction', 'fantasy', 'classics']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1975,eng,140549056
5817,"Shopaholic to the Stars (Shopaholic, #7)",['Sophie Kinsella'],"['chick-lit', 'fiction', 'romance', 'contemporary']",https://images.gr-assets.com/books/1398905552m/21064599.jpg,2014,eng,812993861
5818,High Noon,['Nora Roberts'],"['romance', 'mystery', 'fiction', 'suspense', 'contemporary', 'thriller', 'chick-lit']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,399154345
5819,The Farm,['Tom Rob Smith'],"['fiction', 'mystery', 'thriller', 'crime', 'suspense']",https://images.gr-assets.com/books/1391017911m/17557913.jpg,2014,eng,1471110672
5821,"Rock with Me (With Me in Seattle, #4)",['Kristen Proby'],"['romance', 'contemporary', 'music', 'chick-lit']",https://images.gr-assets.com/books/1364925537m/17201104.jpg,2013,eng,
5822,"The Prince of Mist (Niebla, #1)","['Carlos Ruiz ZafÃ³n', 'Lucia Graves']","['fantasy', 'young-adult', 'mystery', 'fiction', 'horror', 'historical-fiction', 'paranormal']",https://images.gr-assets.com/books/1261604683m/7128341.jpg,1986,eng,316044776
5824,"Hardpressed (Hacker, #2)",['Meredith Wild'],"['romance', 'contemporary', 'fiction']",https://images.gr-assets.com/books/1402511724m/22457201.jpg,2013,eng,
5825,"Conspiracy in Death (In Death, #8)",['J.D. Robb'],"['mystery', 'romance', 'crime', 'fiction', 'suspense', 'science-fiction', 'thriller']",https://images.gr-assets.com/books/1305124508m/172691.jpg,1999,eng,749934174
5826,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",['Alexander McCall Smith'],"['mystery', 'fiction', 'crime']",https://images.gr-assets.com/books/1422951731m/7053.jpg,2004,eng,375422714
5827,"The First Four Years  (Little House, #9)","['Laura Ingalls Wilder', 'Garth Williams']","['historical-fiction', 'classics', 'fiction', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1953,eng,60885459
5828,The Elephant Tree,['R.D. Ronald'],"['thriller', 'fiction', 'mystery', 'crime', 'suspense', 'contemporary']",https://images.gr-assets.com/books/1327248026m/9293020.jpg,2010,eng,1848764561
5829,"Bones to Ashes (Temperance Brennan, #10)",['Kathy Reichs'],"['mystery', 'fiction', 'crime', 'thriller', 'suspense']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,eng,743294378
5830,Grimm's Fairy Tales,"['Jacob Grimm', 'Wilhelm Grimm', 'ÙÙÙ Ø§ÙØ®ÙÙØ³Ù']","['classics', 'fantasy', 'fiction', 'young-adult']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1857,eng,
5831,The Definitive Book of Body Language,"['Allan Pease', 'Barbara Pease']","['psychology', 'nonfiction', 'self-help', 'business', 'science']",https://images.gr-assets.com/books/1320537802m/262731.jpg,2004,eng,
